SKUs,Total Box,Item 1,Box,Item 1 Length,Item 1 Width,Item 1 Height,Item 1 Weight,Item 2,Box,Item 2 Length,Item 2 Width,Item 2 Height,Item 2 Weight,Item 3,Box,Item 3 Length,Item 3 Width,Item 3 Height,Item 3 Weight,Item 4,Box,Item 4 Length,Item 4 Width,Item 4 Height,Item 4 Weight
V696EN169-7,5,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,ENP1T69,3,43,19,14,33
V696FL121-5,4,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,FLP1T21,2,43,21,19,47
V696FL121-7,5,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,FLP1T21,3,43,21,19,47
V696FL624-5,4,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,FLP6T24,2,43,21,19,47
V696FL624-7,5,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,FLP6T24,3,43,21,19,47
V696FR102-5,4,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,FRP1T02,2,24,24,30,42
V696FR102-7,5,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,FRP1T02,3,24,24,30,42
V696GA124-5,4,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,GAP1T24,2,39,20,15,38
V696GA124-7,5,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,GAP1T24,3,39,20,15,38
V696GA650-5,4,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,GAP6T50,2,39,20,15,38
V696GA650-7,5,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,GAP6T50,3,39,20,15,38
VT096,2,T96,1,64,41,5,71,VT06,1,57,11,8,40,,,,,,,,,,,,
VT696,2,T96,1,64,41,5,71,VT66,1,57,11,8,40,,,,,,,,,,,,
X096CE215-5,4,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,CEP2T15,2,42,19,14,40
X096CE215-7,5,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,CEP2T15,3,42,19,14,40
X096DR207-5,4,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,DRP2T07,2,41,19,14,33
X096DR207-7,5,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,DRP2T07,3,41,19,14,33
X096EL207-5,4,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,ELP2T07,2,43,19,14,33
X096EL207-7,5,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,ELP2T07,3,43,19,14,33
X096EN206-5,4,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,ENP2T06,2,43,19,14,33
X096EN206-7,5,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,ENP2T06,3,43,19,14,33
X096GA235-5,4,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,GAP2T35,2,39,20,15,38
X096GA235-7,5,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,GAP2T35,3,39,20,15,38
X696AB106-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ABP1T06,2,39,20,13,29
X696AB106-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ABP1T06,3,39,20,13,29
X696BA105-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,BAP1T05,2,42,21,15,33
X696BA105-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,BAP1T05,3,42,21,15,33
X696CE121-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,CEP1T21,2,42,19,14,40
X696CE121-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,CEP1T21,3,42,19,14,40
X696DR124-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,DRP1T24,2,41,19,14,33
X696DR124-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,DRP1T24,3,41,19,14,33
X696EL121-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ELP1T21,2,43,19,14,33
X696EL121-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ELP1T21,3,43,19,14,33
X696EL635-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ELP6T35,2,43,19,14,33
X696EL635-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ELP6T35,3,43,19,14,33
X696EN120-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ENP1T20,2,43,19,14,33
X696EN120-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ENP1T20,3,43,19,14,33
X696EN169-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ENP1T69,2,43,19,14,33
X696EN169-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,ENP1T69,3,43,19,14,33
X696FL121-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,FLP1T21,2,43,21,19,47
X696FL121-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,FLP1T21,3,43,21,19,47
X696FL624-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,FLP6T24,2,43,21,19,47
X696FL624-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,FLP6T24,3,43,21,19,47
X696FR102-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,FRP1T02,2,24,24,30,42
X696FR102-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,FRP1T02,3,24,24,30,42
X696GA124-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,GAP1T24,2,39,20,15,38
X696GA124-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,GAP1T24,3,39,20,15,38
X696GA650-5,4,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,GAP6T50,2,39,20,15,38
X696GA650-7,5,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,GAP6T50,3,39,20,15,38
XT096,2,T96,1,64,41,5,71,XT06,1,43,12,6,27,,,,,,,,,,,,
XT696,2,T96,1,64,41,5,71,XT66,1,43,12,6,27,,,,,,,,,,,,
V097CE215-5,4,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,CEP2T15,2,42,19,14,40
V097CE215-7,5,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,CEP2T15,3,42,19,14,40
V097CE215-9,6,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,CEP2T15,4,42,19,14,40
V097DR207-5,4,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,DRP2T07,2,41,19,14,33
V097DR207-7,5,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,DRP2T07,3,41,19,14,33
V097DR207-9,6,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,DRP2T07,4,41,19,14,33
V097EL207-5,4,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,ELP2T07,2,43,19,14,33
V097EL207-7,5,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,ELP2T07,3,43,19,14,33
V097EL207-9,6,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,ELP2T07,4,43,19,14,33
V097EN206-5,4,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,ENP2T06,2,43,19,14,33
V097EN206-7,5,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,ENP2T06,3,43,19,14,33
V097EN206-9,6,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,ENP2T06,4,43,19,14,33
V097GA235-5,4,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,GAP2T35,2,39,20,15,38
V097GA235-7,5,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,GAP2T35,3,39,20,15,38
V097GA235-9,6,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,GAP2T35,4,39,20,15,38
V697AB106-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ABP1T06,2,39,20,13,29
V697AB106-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ABP1T06,3,39,20,13,29
V697AB106-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ABP1T06,4,39,20,13,29
V697BA105-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,BAP1T05,2,42,21,15,33
V697BA105-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,BAP1T05,3,42,21,15,33
V697BA105-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,BAP1T05,4,42,21,15,33
V697CE121-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,CEP1T21,2,42,19,14,40
V697CE121-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,CEP1T21,3,42,19,14,40
V697CE121-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,CEP1T21,4,42,19,14,40
V697DR124-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,DRP1T24,2,41,19,14,33
V697DR124-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,DRP1T24,3,41,19,14,33
V697DR124-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,DRP1T24,4,41,19,14,33
V697EL121-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ELP1T21,2,43,19,14,33
V697EL121-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ELP1T21,3,43,19,14,33
V697EL121-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ELP1T21,4,43,19,14,33
V697EL635-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ELP6T35,2,43,19,14,33
V697EL635-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ELP6T35,3,43,19,14,33
V697EL635-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ELP6T35,4,43,19,14,33
V697EN120-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ENP1T20,2,43,19,14,33
V697EN120-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ENP1T20,3,43,19,14,33
V697EN120-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ENP1T20,4,43,19,14,33
V697EN169-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ENP1T69,2,43,19,14,33
V697EN169-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ENP1T69,3,43,19,14,33
V697EN169-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,ENP1T69,4,43,19,14,33
V697FL121-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FLP1T21,2,43,21,19,47
V697FL121-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FLP1T21,3,43,21,19,47
V697FL121-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FLP1T21,4,43,21,19,47
V697FL624-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FLP6T24,2,43,21,19,47
V697FL624-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FLP6T24,3,43,21,19,47
V697FL624-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FLP6T24,4,43,21,19,47
V697FR102-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FRP1T02,2,24,24,30,42
V697FR102-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FRP1T02,3,24,24,30,42
V697FR102-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,FRP1T02,4,24,24,30,42
V697GA124-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,GAP1T24,2,39,20,15,38
V697GA124-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,GAP1T24,3,39,20,15,38
V697GA124-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,GAP1T24,4,39,20,15,38
V697GA650-5,4,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,GAP6T50,2,39,20,15,38
V697GA650-7,5,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,GAP6T50,3,39,20,15,38
V697GA650-9,6,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,GAP6T50,4,39,20,15,38
V797FL716-5,4,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,FLP7T16,2,43,21,19,47
V797FL716-7,5,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,FLP7T16,3,43,21,19,47
V797FL716-9,6,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,FLP7T16,4,43,21,19,47
V797GA740-5,4,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,GAP7T40,2,39,20,15,38
V797GA740-7,5,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,GAP7T40,3,39,20,15,38
V797GA740-9,6,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,GAP7T40,4,39,20,15,38
VT097,2,T97,1,76,44,4,91,VT07,1,57,11,8,42,,,,,,,,,,,,
VT697,2,T97,1,76,44,4,91,VT67,1,57,11,8,42,,,,,,,,,,,,
VT797,2,T97,1,76,44,4,91,VT77,1,57,11,8,42,,,,,,,,,,,,
X097CE215-5,4,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,CEP2T15,2,42,19,14,40
X097CE215-7,5,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,CEP2T15,3,42,19,14,40
X097CE215-9,6,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,CEP2T15,4,42,19,14,40
X097DR207-5,4,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,DRP2T07,2,41,19,14,33
X097DR207-7,5,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,DRP2T07,3,41,19,14,33
X097DR207-9,6,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,DRP2T07,4,41,19,14,33
X097EL207-5,4,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,ELP2T07,2,43,19,14,33
X097EL207-7,5,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,ELP2T07,3,43,19,14,33
X097EL207-9,6,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,ELP2T07,4,43,19,14,33
X097EN206-5,4,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,ENP2T06,2,43,19,14,33
X097EN206-7,5,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,ENP2T06,3,43,19,14,33
X097EN206-9,6,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,ENP2T06,4,43,19,14,33
X097GA235-5,4,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,GAP2T35,2,39,20,15,38
X097GA235-7,5,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,GAP2T35,3,39,20,15,38
X097GA235-9,6,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,GAP2T35,4,39,20,15,38
X697AB106-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ABP1T06,2,39,20,13,29
X697AB106-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ABP1T06,3,39,20,13,29
X697AB106-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ABP1T06,4,39,20,13,29
X697BA105-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,BAP1T05,2,42,21,15,33
X697BA105-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,BAP1T05,3,42,21,15,33
X697BA105-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,BAP1T05,4,42,21,15,33
X697CE121-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,CEP1T21,2,42,19,14,40
X697CE121-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,CEP1T21,3,42,19,14,40
X697CE121-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,CEP1T21,4,42,19,14,40
X697DR124-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,DRP1T24,2,41,19,14,33
X697DR124-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,DRP1T24,3,41,19,14,33
X697DR124-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,DRP1T24,4,41,19,14,33
X697EL121-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ELP1T21,2,43,19,14,33
X697EL121-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ELP1T21,3,43,19,14,33
X697EL121-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ELP1T21,4,43,19,14,33
X697EL635-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ELP6T35,2,43,19,14,33
X697EL635-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ELP6T35,3,43,19,14,33
X697EL635-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ELP6T35,4,43,19,14,33
X697EN120-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ENP1T20,2,43,19,14,33
X697EN120-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ENP1T20,3,43,19,14,33
X697EN120-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ENP1T20,4,43,19,14,33
X697EN169-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ENP1T69,2,43,19,14,33
X697EN169-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ENP1T69,3,43,19,14,33
X697EN169-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,ENP1T69,4,43,19,14,33
X697FL121-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FLP1T21,2,43,21,19,47
X697FL121-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FLP1T21,3,43,21,19,47
X697FL121-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FLP1T21,4,43,21,19,47
X697FL624-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FLP6T24,2,43,21,19,47
X697FL624-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FLP6T24,3,43,21,19,47
X697FL624-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FLP6T24,4,43,21,19,47
X697FR102-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FRP1T02,2,24,24,30,42
X697FR102-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FRP1T02,3,24,24,30,42
X697FR102-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,FRP1T02,4,24,24,30,42
X697GA124-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,GAP1T24,2,39,20,15,38
X697GA124-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,GAP1T24,3,39,20,15,38
X697GA124-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,GAP1T24,4,39,20,15,38
X697GA650-5,4,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,GAP6T50,2,39,20,15,38
X697GA650-7,5,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,GAP6T50,3,39,20,15,38
X697GA650-9,6,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,GAP6T50,4,39,20,15,38
X797FL716-5,4,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,FLP7T16,2,43,21,19,47
X797FL716-7,5,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,FLP7T16,3,43,21,19,47
X797FL716-9,6,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,FLP7T16,4,43,21,19,47
X797GA740-5,4,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,GAP7T40,2,39,20,15,38
X797GA740-7,5,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,GAP7T40,3,39,20,15,38
X797GA740-9,6,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,GAP7T40,4,39,20,15,38
XT097,2,T97,1,76,44,4,91,XT07,1,50,12,6,31,,,,,,,,,,,,
XT697,2,T97,1,76,44,4,91,XT67,1,50,12,6,31,,,,,,,,,,,,
XT797,2,T97,1,76,44,4,91,XT77,1,50,12,6,31,,,,,,,,,,,,
VEB-05-T,2,VEE-05,1,41,24,8,40,VER-05,1,82,11,7,84,,,,,,,,,,,,
AVEB-08-T,2,VEE-08,1,41,24,8,40,VER-08,1,82,11,7,84,,,,,,,,,,,,
VEB-08-T,2,VEE-08,1,41,24,8,40,VER-08,1,82,11,7,84,,,,,,,,,,,,
AVEB-09-T,2,VEE-09,1,41,24,8,40,VER-09,1,82,11,7,84,,,,,,,,,,,,
VEB-09-T,2,VEE-09,1,41,24,8,40,VER-09,1,82,11,7,84,,,,,,,,,,,,
ANEL3-LWH-07,3,ANT-LWH-T,1,39,39,6,33,ANT-LWH-P,1,26,9,7,14,ELP2T07,1,43,19,14,33,,,,,,
ANEL5-LWH-07,4,ANT-LWH-T,1,39,39,6,33,ANT-LWH-P,1,26,9,7,14,ELP2T07,2,43,19,14,33,,,,,,
AVEL5-LWH-07,4,AVT-LWH-T,1,45,45,9,84,AVT-LWH-P,1,24,11,9,20,ELP2T07,2,43,19,14,33,,,,,,
AVEL7-LWH-07,5,AVT-LWH-T,1,45,45,9,84,AVT-LWH-P,1,24,11,9,20,ELP2T07,3,43,19,14,33,,,,,,
BOEL3-WHI-07,2,BOT-WHI-T,1,44,44,6,64,,,,,,,ELP2T07,1,43,19,14,33,,,,,,
BOEL5-WHI-07,3,BOT-WHI-T,1,44,44,6,64,,,,,,,ELP2T07,2,43,19,14,33,,,,,,
CAEL5-LWH-07,3,CAT-LWH-S,1,64,41,7,84,,,,,,,ELP2T07,2,43,19,14,33,,,,,,
CAEL7-LWH-07,4,CAT-LWH-S,1,64,41,7,84,,,,,,,ELP2T07,3,43,19,14,33,,,,,,
DLEL3-WHI-07,3,DLT-WHI-T,1,45,27,4,31,DLT-WHI-P,1,26,9,6,14,ELP2T07,1,43,19,14,33,,,,,,
DLEL5-WHI-07,4,DLT-WHI-T,1,45,27,4,31,DLT-WHI-P,1,26,9,6,14,ELP2T07,2,43,19,14,33,,,,,,
DOEL7-LWH-07,4,DOT-LWH-T,1,64,46,7,133,,,,,,,ELP2T07,3,43,19,14,33,,,,,,
DOEL9-LWH-07,5,DOT-LWH-T,1,64,46,7,133,,,,,,,ELP2T07,4,43,19,14,33,,,,,,
HLEL3-LWH-07,3,HLT-LWH-T,1,45,45,6,55,HLT-LWH-P,1,26,9,7,11,ELP2T07,1,43,19,14,33,,,,,,
HLEL5-LWH-07,4,HLT-LWH-T,1,45,45,6,55,HLT-LWH-P,1,26,9,7,11,ELP2T07,2,43,19,14,33,,,,,,
LGEL7-LWH-07,5,LGT-LWH-T,1,71,47,8,121,LGT-LWH-L,1,32,15,5,31,ELP2T07,3,43,19,14,33,,,,,,
LGEL9-LWH-07,6,LGT-LWH-T,1,71,47,8,121,LGT-LWH-L,1,32,15,5,31,ELP2T07,4,43,19,14,33,,,,,,
MZEL3-LWH-07,2,MZT-LWH-T,1,40,40,8,74,,,,,,,ELP2T07,1,43,19,14,33,,,,,,
MZEL5-LWH-07,3,MZT-LWH-T,1,40,40,8,74,,,,,,,ELP2T07,2,43,19,14,33,,,,,,
NDEL3-LWH-07,2,NDT-LWH-T,1,36,36,7,53,,,,,,,ELP2T07,1,43,19,14,33,,,,,,
NDEL5-LWH-07,3,NDT-LWH-T,1,36,36,7,53,,,,,,,ELP2T07,2,43,19,14,33,,,,,,
OXEL3-LWH-07,2,OXT-LWH-T,1,41,41,7,59,,,,,,,ELP2T07,1,43,19,14,33,,,,,,
OXEL5-LWH-07,3,OXT-LWH-T,1,41,41,7,59,,,,,,,ELP2T07,2,43,19,14,33,,,,,,
SHEL3-WHI-07,3,SHT-WHI-T,1,45,45,4,44,SHT-WHI-P,1,28,11,9,24,ELP2T07,1,43,19,14,33,,,,,,
SHEL5-WHI-07,4,SHT-WHI-T,1,45,45,4,44,SHT-WHI-P,1,28,11,9,24,ELP2T07,2,43,19,14,33,,,,,,
SUEL3-LWH-07,2,SUT-LWH-T,1,45,45,7,59,,,,,,,ELP2T07,1,43,19,14,33,,,,,,
SUEL5-LWH-07,3,SUT-LWH-T,1,45,45,7,59,,,,,,,ELP2T07,2,43,19,14,33,,,,,,
VAEL7-LWH-07,5,VAT-LWH-T,1,64,44,8,110,VAT-LWH-P,1,27,19,8,33,ELP2T07,3,43,19,14,33,,,,,,
VAEL9-LWH-07,6,VAT-LWH-T,1,64,44,8,110,VAT-LWH-P,1,27,19,8,33,ELP2T07,4,43,19,14,33,,,,,,
WEEL5-WHI-07,4,WET-WHI-T,1,46,46,7,90,WET-WHI-L,1,32,15,5,30,ELP2T07,2,43,19,14,33,,,,,,
WEEL7-WHI-07,5,WET-WHI-T,1,46,46,7,90,WET-WHI-L,1,32,15,5,30,ELP2T07,3,43,19,14,33,,,,,,
CAEL5-MAH-16,3,CAT-MAH-S,1,64,41,7,84,,,,,,,ELP3T16,2,43,19,14,33,,,,,,
CAEL7-MAH-16,4,CAT-MAH-S,1,64,41,7,84,,,,,,,ELP3T16,3,43,19,14,33,,,,,,
DLEL3-MAH-16,3,DLT-MAH-T,1,45,27,4,31,DLT-MAH-P,1,26,9,6,14,ELP3T16,1,43,19,14,33,,,,,,
DLEL5-MAH-16,4,DLT-MAH-T,1,45,27,4,31,DLT-MAH-P,1,26,9,6,14,ELP3T16,2,43,19,14,33,,,,,,
DOEL7-MAH-16,4,DOT-MAH-T,1,64,46,7,133,,,,,,,ELP3T16,3,43,19,14,33,,,,,,
DOEL9-MAH-16,5,DOT-MAH-T,1,64,46,7,133,,,,,,,ELP3T16,4,43,19,14,33,,,,,,
DUEL5-MAH-16,3,DUT-MAH-T,1,65,41,7,84,,,,,,,ELP3T16,2,43,19,14,33,,,,,,
DUEL7-MAH-16,4,DUT-MAH-T,1,65,41,7,84,,,,,,,ELP3T16,3,43,19,14,33,,,,,,
HLEL3-MAH-16,3,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,ELP3T16,1,43,19,14,33,,,,,,
HLEL5-MAH-16,4,HLT-MAH-T,1,45,45,6,55,HLT-MAH-P,1,26,9,7,11,ELP3T16,2,43,19,14,33,,,,,,
MLEL3-MAH-16,2,MLT-MAH-T,1,46,40,8,73,,,,,,,ELP3T16,1,43,19,14,33,,,,,,
MLEL5-MAH-16,3,MLT-MAH-T,1,46,40,8,73,,,,,,,ELP3T16,2,43,19,14,33,,,,,,
MZEL3-MAH-16,2,MZT-MAH-T,1,40,40,8,74,,,,,,,ELP3T16,1,43,19,14,33,,,,,,
MZEL5-MAH-16,3,MZT-MAH-T,1,40,40,8,74,,,,,,,ELP3T16,2,43,19,14,33,,,,,,
